Princípio Ativo,Detentor Registro,Nome Comercial,Registro,Concentracao,FormaFarmaceutica,Data Inclusao Lista Referência,Data Atualização Bulário,Acesso Bulário
diclofenaco (ácido),Novartis Biociências,CATAFLAM D,100680038,"44,3 mg",com sus,12/11/2012,2025-03-14T11:06:48.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680038
diclofenaco (colestiramina),Novartis Biociências,FLOTAC,100680102,140 mg,cap dura,12/11/2012,2022-10-07T14:49:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680102
diclofenaco (dietilamônio),PF Consumer,CATAFLAMPRO,192900008,"11,6 mg",sol derm,12/11/2012,2025-04-29T18:07:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=192900008
diclofenaco (dietilamônio),Glaxosmithkline,CATAFLAMPRO EMUGEL,101070328,"11,6 mg/g",gel,10/12/2014,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070328
diclofenaco (dietilamônio),Glaxosmithkline,CATAFLAMPRO XT EMUGEL,101070328,"23,2mg/g",gel,30/08/2017,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070328
diclofenaco potássico,Novartis Biociência,CATAFLAM,100680038,50mg,com rev,07/12/2020,2025-03-14T11:06:48.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680038
diclofenaco sódico,EMS S/A,DICLOFENACO SÓDICO,102350785,10mg/g,gel,15/04/2013,2021-04-09T15:46:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102350785
diclofenaco sódico,Zodiac,FLODIN DUO,122140043,150mg,com lib prol,12/11/2012,2024-06-13T14:20:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=122140043
diclofenaco sódico,Latinofarma,MAXILERG,117250030,1mg/mL,sol oft,02/03/2017,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=117250030
diclofenaco sódico,Novartis Biociências,VOLTAREN,100680060,25mg/mL,sol inj,12/11/2012,2025-02-19T12:12:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680060
diclofenaco sódico,Novartis Biociências,VOLTAREN,100680060,50mg,com rev lib retard,12/11/2012,2025-02-19T12:12:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680060
diclofenaco sódico,Novartis Biociências,VOLTAREN RETARD,100680060,100mg,com rev lib prol,12/11/2012,2025-02-19T12:12:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680060
diclofenaco sódico,Novartis Biociências,VOLTAREN SR,100680060,75mg,com rev lib prol,12/11/2012,2025-02-19T12:12:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680060
didrogesterona,Abbott,DUPHASTON,105530347,10mg,com rev,12/11/2012,2021-11-30T08:56:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530347
dienogeste,Bayer,ALLURENE,170560088,2mg,com,12/11/2012,2021-08-31T11:10:43.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560088
difenidramina (cloridrato),Apsen Farmacêutica,LENIX,101180653,50mg,com rev,19/08/2024,2024-02-08T09:28:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101180653
dimenidrinato,Cosmed,DRAMIN,178170901,100mg,com,12/11/2012,2021-06-21T18:47:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170901
dimenidrinato,Cosmed,DRAMIN,178170901,25mg,cap mole,10/12/2014,2021-06-21T18:47:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170901
dimenidrinato,Cosmed,DRAMIN,178170901,50mg,cap mole,08/04/2016,2021-06-21T18:47:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170901
dipirona sódica monoidratada,"Laboratório Teuto
Brasileiro S/A",DIPIRONA,103700470,500mg/mL,sol inj,15/05/2025,2025-04-17T12:55:51.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103700470
dipirona sódica monoidratada,Opella Healthcare,NOVALGINA,186200018,300mg,sup,12/11/2012,2025-01-17T14:31:38.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186200018
dipirona sódica monoidratada,Opella Healthcare,NOVALGINA,186200018,500mg,com,12/11/2012,2025-01-17T14:31:38.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186200018
dipirona sódica monoidratada,Opella Healthcare,NOVALGINA,186200018,1000mg,com,12/11/2012,2025-01-17T14:31:38.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186200018
dipirona sódica monoidratada,Opella Healthcare,NOVALGINA,186200018,50mg/mL,sol or,12/11/2012,2025-01-17T14:31:38.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186200018
dipirona sódica monoidratada,Opella Healthcare,NOVALGINA,186200018,500mg/mL,sol or,12/11/2012,2025-01-17T14:31:38.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186200018
dipirona sódica monoidratada,Opella Healthcare,NOVALGINA,186200018,1g,com efev,30/08/2017,2025-01-17T14:31:38.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186200018
divalproato de sódio,Abbott,DEPAKOTE,105530203,250mg,com rev,12/11/2012,2024-11-21T09:00:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530203
divalproato de sódio,Abbott,DEPAKOTE,105530203,500mg,com rev,12/11/2012,2024-11-21T09:00:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530203
divalproato de sódio,Abbott,DEPAKOTE ER,105530203,250mg,com rev lib prol,22/01/2013,2024-11-21T09:00:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530203
divalproato de sódio,Abbott,DEPAKOTE ER,105530203,500mg,com rev lib prol,12/11/2012,2024-11-21T09:00:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530203
divalproato de sódio,Abbott,DEPAKOTE SPRINKLE,105530203,125mg,cap dura c/ mgran,12/11/2012,2024-11-21T09:00:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530203
dobesilato de cálcio,Apsen Farmacêutica,DOBEVEN,101180612,500mg,cap dura,09/09/2015,2024-07-01T09:48:35.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101180612
dobutamina (cloridrato),Antibióticos do Brasil,DOBUTREX,155620008,"12,5mg/mL",sol inj,12/11/2012,2021-04-15T14:44:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=155620008
docetaxel (triidratado),Sanofi Medley,TAXOTERE,183260439,20mg/ml,sol inj,10/05/2013,2023-03-27T12:08:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260439
dolutegravir sódico,Glaxosmithkline,TIVICAY,101070300,50 mg,com rev,13/03/2018,2025-04-02T14:09:31.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070300
domperidona,Johnson & Johnson,MOTILIUM,157211213,10 mg,com,12/11/2012,2025-05-30T11:53:05.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=157211213
domperidona,Aché,DOMPED,105730723,5 mg/mL,sus or,04/10/2024,2021-08-17T14:05:22.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730723
donepezila (cloridrato),Wyeth,ERANZ,121100106,5mg,com rev,12/11/2012,2025-02-27T07:44:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100106
donepezila (cloridrato),Wyeth,ERANZ,121100106,10 mg,com rev,12/11/2012,2025-02-27T07:44:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100106
dopamina (cloridrato),Cristália,DOPACRIS,102980106,5mg/mL,sol inj,30/10/2018,2021-03-10T17:10:01.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980106
dorzolamida (cloridrato),União Química,OCUPRESS,104971295,20mg/mL,sol oft,05/06/2020,2024-08-29T17:30:43.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104971295
doxazosina (mesilato),Upjohn Brasil,CARDURAN XL,115350006,"4,0 mg",com lib cont,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=115350006
doxazosina (mesilato),Merck S/A,MESIDOX,100890347,2mg,com,14/04/2025,2025-05-07T09:56:55.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890347
doxazosina (mesilato),Merck S/A,MESIDOX,100890347,4mg,com,14/04/2025,2025-05-07T09:56:55.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890347
doxiciclina (hiclato),Pharlab,DOXICLIN,141070037,100mg,com rev,09/07/2021,2023-03-02T15:03:03.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=141070037
doxiciclina monoidratada,Wyeth,VIBRAMICINA,121100437,100mg,com sol,12/11/2012,2024-11-13T06:49:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100437
doxorrubicina (cloridrato),Wyeth,ADRIBLASTINA RD,121100357,10mg,pó sol inj,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100357
doxorrubicina (cloridrato),Farmarin,EVORUBICIN,116880016,50mg,pó liof inj,26/11/2021,2024-06-19T10:11:41.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116880016
doxorrubicina (cloridrato),Libbs,FAULDOXO,100330134,2mg/mL,sol inj,18/09/2017,2024-11-26T11:19:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100330134
doxorrubicina (cloridrato),Adium S/A,DOXOPEG,122140076,2mg/mL,sus inj lib prol,15/05/2025,2024-08-12T16:02:58.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=122140076
droperidol,Cristália,DROPERDAL,102980078,"2,5mg/mL",sol inj,02/02/2018,2021-03-12T09:01:34.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980078
dropropizina,Abbott,VIBRAL,105530348,"1,5mg/mL",xpe (infantil),12/11/2012,2021-11-03T19:32:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530348
dropropizina,Abbott,VIBRAL,105530348,3mg/mL,xpe (adulto),12/11/2012,2021-11-03T19:32:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530348
dropropizina,Abbott,VIBRAL,105530348,30mg/mL,sol got,12/11/2012,2021-11-03T19:32:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530348
drospirenona,Exeltis,SLINDA,135640010,4mg,com rev,26/11/2021,2024-10-30T19:14:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=135640010
duloxetina (cloridrato),Eli Lilly,CYMBALTA,112600164,30mg,cap dura c/ mgran retard,12/11/2012,2021-12-20T12:27:41.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112600164
duloxetina (cloridrato),Eli Lilly,CYMBALTA,112600164,60mg,cap dura c/ mgran retard,12/11/2012,2021-12-20T12:27:41.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112600164
dutasterida,Glaxosmithkline,AVODART,101070231,"0,5mg",cap mole,12/11/2012,2024-10-29T11:40:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070231
ebastina,Eurofarma,EBASTEL,100430760,1mg/mL,sol or,25/05/2016,2023-02-14T18:31:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100430760
ebastina,Eurofarma,EBASTEL,100430760,10mg,com rev,23/06/2016,2023-02-14T18:31:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100430760
edoxabana (tosilato),Daiichi Sankyo,LIXIANA,104540185,15 mg,com rev,30/10/2018,2024-05-29T09:24:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104540185
edoxabana (tosilato),Daiichi Sankyo,LIXIANA,104540185,30 mg,com rev,30/10/2018,2024-05-29T09:24:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104540185
edoxabana (tosilato),Daiichi Sankyo,LIXIANA,104540185,60 mg,com rev,30/10/2018,2024-05-29T09:24:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104540185
efavirenz,Farmanguinhos,EFAVIRENZ,110630126,600mg,com rev,13/04/2018,2021-04-16T18:35:38.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=110630126
efedrina (sulfato),Cristália,EFEDRIN,102980198,50mg/mL,sol inj,28/09/2016,2021-03-04T11:49:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980198
eletriptana (bromidrato),Upjohn Brasil,ZEFORUS,115350011,20 mg,com rev,03/05/2024,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=115350011
eletriptana (bromidrato),Upjohn Brasil,ZEFORUS,115350011,80 mg,com rev,03/05/2024,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=115350011
eltrombopague olamina,Novartis Biociências,REVOLADE,100681132,25mg,com rev,29/10/2015,2025-04-09T09:39:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100681132
eltrombopague olamina,Novartis Biociências,REVOLADE,100681132,50mg,com rev,29/10/2015,2025-04-09T09:39:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100681132
empagliflozina,Boehringer Ingelheim,JARDIANCE,103670172,10mg,com rev,19/06/2015,2025-02-11T18:01:07.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103670172
empagliflozina,Boehringer Ingelheim,JARDIANCE,103670172,25mg,com rev,19/06/2015,2025-02-11T18:01:07.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103670172
enalapril (maleato),Organon,RENITEC,100290031,5mg,com,12/11/2012,2025-05-01T12:00:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100290031
enalapril (maleato),Organon,RENITEC,100290031,10mg,com,12/11/2012,2025-05-01T12:00:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100290031
enalapril (maleato),Organon,RENITEC,100290031,20mg,com,12/11/2012,2025-05-01T12:00:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100290031
enflurano,Cristália,ENFLURAN,102980157,1ml/ml,sol inal,13/03/2013,2016-08-23T17:43:38.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980157
enfuvirtida,Roche,FUZEON,101000617,"108mg/1,1mL (90mg/mL)",pó liof sol inj,30/04/2013,2022-04-29T09:00:11.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101000617
entacapona,Sandoz,COMTAN,100470633,200mg,com rev,12/11/2012,2022-03-08T15:00:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100470633
enzalutamida,Astellas,XTANDI,177170006,40mg,cap mole,29/01/2016,2024-11-07T17:55:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=177170006
enzalutamida,Astellas,XTANDI,177170011,40mg,com rev,14/06/2024,2024-11-07T17:50:22.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=177170011
enzalutamida,Astellas,XTANDI,177170011,80mg,com rev,14/06/2024,2024-11-07T17:50:22.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=177170011
epinastina (cloridrato),Aché,TALERC,105730364,10mg,com rev,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730364
epinastina (cloridrato),Aché,TALERC,105730364,20mg,com rev,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730364
epinastina (cloridrato),Aché,TALERC,105730364,2mg/mL,xpe,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730364
epinastina (cloridrato),Allergan,RELESTAT,101470163,"0,5mg/mL",sol oft,12/11/2012,2023-06-05T23:28:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101470163
epinefrina,Hipolabor,ADREN,113430001,1mg/mL,sol inj,02/02/2018,2024-10-22T08:30:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=113430001
epirrubicina (cloridrato),Accord,CLORIDRATO DE EPIRRUBICINA,155370015,2mg/mL,sol inj,03/05/2024,2021-01-28T10:49:29.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=155370015
eplerenona,Upjohn Brasil,INSPRA,115350010,25mg,com rev,09/10/2023,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=115350010
eplerenona,Upjohn Brasil,INSPRA,115350010,50mg,com rev,09/10/2023,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=115350010
erdafitinibe,Janssen-Cilag,ERFANDEL,112363433,3mg,com rev,08/12/2023,2025-04-23T10:29:13.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363433
erdafitinibe,Janssen-Cilag,ERFANDEL,112363433,4mg,com rev,08/12/2023,2025-04-23T10:29:13.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363433
erdafitinibe,Janssen-Cilag,ERFANDEL,112363433,5mg,com rev,08/12/2023,2025-04-23T10:29:13.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363433
eribulina (mesilato),Eisai Laboratórios,HALAVEN,173100001,"0,5mg/ml",sol inj,11/02/2015,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=173100001
eritromicina (lactobionato),Opem,TROMAXIL,127480025,1000mg,po sol inj,12/11/2012,2025-02-17T14:33:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=127480025
erlotinibe (cloridrato),Roche,TARCEVA,101000651,25mg,com rev,12/11/2012,2022-09-13T16:28:26.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101000651
erlotinibe (cloridrato),Roche,TARCEVA,101000651,100mg,com rev,12/11/2012,2022-09-13T16:28:26.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101000651
erlotinibe (cloridrato),Roche,TARCEVA,101000651,150mg,com rev,12/11/2012,2022-09-13T16:28:26.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101000651
ertapeném sódico,Merck Sharp & Dohme,INVANZ,101710224,1g,po liof sol inj,12/11/2012,2024-10-03T08:51:49.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101710224
escetamina (cloridrato),Cristália,KETAMIN,102980213,50mg/ml,sol inj com conservante,13/03/2013,2022-04-29T13:25:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980213
escetamina (cloridrato),Cristália,KETAMIN NP,102980213,50mg/ml,sol inj sem conservante,14/04/2023,2022-04-29T13:25:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980213
escetamina (cloridrato),Janssen-Cilag,SPRAVATO,112363435,140mg/mL,sol spr nas,14/04/2023,2025-01-09T09:22:02.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363435
escitalopram (oxalato),Lundbeck,LEXAPRO,104750044,20 mg/ml,sol or,12/11/2012,2024-12-05T16:50:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104750044
escitalopram (oxalato),Lundbeck,LEXAPRO,104750044,10mg,com rev,12/11/2012,2024-12-05T16:50:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104750044
escitalopram (oxalato),Lundbeck,LEXAPRO,104750044,15mg,com rev,12/11/2012,2024-12-05T16:50:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104750044
escitalopram (oxalato),Lundbeck,LEXAPRO,104750044,20mg,com rev,12/11/2012,2024-12-05T16:50:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104750044
escitalopram (oxalato),Eurofarma,ESC ODT,100431328,5mg,com orodisp,08/04/2022,2023-03-09T11:38:57.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100431328
escitalopram (oxalato),Eurofarma,ESC ODT,100431328,10mg,com orodisp,08/04/2022,2023-03-09T11:38:57.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100431328
escitalopram (oxalato),Eurofarma,ESC ODT,100431328,15mg,com orodisp,08/04/2022,2023-03-09T11:38:57.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100431328
escitalopram (oxalato),Eurofarma,ESC ODT,100431328,20mg,com orodisp,08/04/2022,2023-03-09T11:38:57.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100431328
escopolamina (butilbrometo),Cosmed,BUSCOPAN,178170890,10mg,com rev,12/11/2012,2023-06-30T12:39:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170890
escopolamina (butilbrometo),Cosmed,BUSCOPAN,178170890,10mg/mL,sol got,12/11/2012,2023-06-30T12:39:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170890
escopolamina (butilbrometo),Cosmed,BUSCOPAN,178170890,20mg/mL,sol inj,12/11/2012,2023-06-30T12:39:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170890
esilato de nintedanibe,Boehringer Ingelheim,OFEV,103670173,100mg,cap mole,28/09/2016,2024-12-11T13:55:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103670173
esilato de nintedanibe,Boehringer Ingelheim,OFEV,103670173,150mg,cap mole,25/11/2016,2024-12-11T13:55:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103670173
esmolol (cloridrato),Cristália,BREVIBLOC,102980227,10mg/mL,sol inj,02/02/2018,2025-04-22T10:30:53.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980227
esmolol (cloridrato),Cristália,BREVIBLOC DILUÍDO,102980470,10mg/mL,sol inf,04/08/2023,2021-04-13T17:11:46.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980470
esomeprazol magnésio triidratado,Astrazeneca,NEXIUM,116180105,20mg,com rev lib retard,12/11/2012,2021-03-02T11:24:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180105
esomeprazol magnésio triidratado,Astrazeneca,NEXIUM,116180105,40mg,com rev lib retard,12/11/2012,2021-03-02T11:24:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180105
esomeprazol magnésio triidratado,Cosmed,ESOL XR,178170954,20mg,cap dura lib retard,04/10/2024,2024-08-20T11:10:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170954
esomeprazol magnésio triidratado,Cosmed,ESOL XR,178170954,40mg,cap dura lib retard,04/10/2024,2024-08-20T11:10:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170954
