Detentor do registro,cnpj,Produto,Registro,Processo,Data Atualização Bulário,Inclusão na Plataforma,idBulaPacienteProtegido,idBulaProfissionalProtegido
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,02501297000102,claritromicina,141070628,25351495528201601,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc3NDkzNiIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.KoTfPnkx8ay1TDUk4H6yyV6JrA3KRYUGIlH4gXBlbV0gcdoZTtEy2PUDoDWGsQw41G15dsxFpP_lwAOg9qjW1Q,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc3NDkzNyIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.Opa_rNa382CbS1YmmF-78y2zFGgbjBA4NhqXQTLH3EsCbL6PKh2zzZeKAY6pZHHHQRQ8UNU31fCpYclvH6-jCg
ADIUM S.A.,55980684000127,cloridrato de tramadol + diclofenaco sódico,122140128,25351382176202233,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2MTMyNiIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.ZSSetTp9f8Bbj-nfbNkwhVXnS-b43R7-biRxBIhSxJ16spzMCgAwM928bBNnaIlNsMfX5-zERANIfyzbmRXTMA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2MTMyNyIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.XlNF8Jo--0WbIa4RLUDwOQDNUprDUJoA53FCWKMccfauPxYtwAubg_XtL8p1je16GYdRdwUUfv7O9W0QM3NnhQ
LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,finasterida,167730440,25351278474201509,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc3MzYwNSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.JNewUU_bi8xMFeeymWTmtpNjWs5piXTJvJRsw6g8-NCD7BoE6W8NvyHRujR2PFIR7eXQcsjeIBMSPZPgeiOiIQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc3MzYwNiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.m-1dRIBi3sh6wR5tvjNqyoZkOozfRSKfrr0eZs68X3e-RPaQjbo6WZXbk8LocLdRmxMrb_yjsK_3s46GbjOqlQ
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,44734671000151,HIGICLER,102980482,25351653840201858,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc3MDI1OSIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.b-WfQFFht9XCFAB2z_NBZ4JkX-FezYs5T18Cq8ngFFxcBWXvo9TeElq_ggLLaT41LDEVBFPOQs30ilsUer85Cg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc3MDI2MSIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.De1hpSyBmNBIrbB_WI1dvXajjKnLlLf3apTNVfwQo3uSVH6SNEfWldblMrNxcyf8Elon94P5Z2qU3qHdk4fRXw
KEDRION BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,09284952000159,IGVENA,175770002,25351038223201828,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NDg0MiIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.4z-Rt10m_qGnqWWhDGW1xa1qfQtUPlWRsxOKD4rX87Ep0e0ARXQe3Dk6dwvg_FS52mX0IOU-56r9vaF9CbhlLg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NDg0MyIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.Q7Ecuk_GYBe4kKQVoQ193_m9eaa8eymc0js2oE1JYpURb86hNmAluOPkx50q3kCHFbVANOYUUIVDyy_yJVOylQ
EMS S/A,57507378000365,leverctin,102350577,25351165323200269,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NzI3NSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.hudgFugeR0nmhx9gUDa2HxoioztIMQaBT41GJqYrruyHMfuV0tmx4pEwDj7DPV3LyMZCPhizztM63BKkY7EtKw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NzI3NiIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.qU2TTcmqEZ-O2utQGhxmidVc3dnBqJsMriDwVilyiD53h6eHxHGHAIun4VMw4FsKlr8n3CEB3fLGC8jqE1aPgQ
BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,60831658000177,SPIRIVA RESPIMAT,103670137,253510166110166,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NTIzMCIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.-medrzVzed6yfEYfTdtJaQskDnkwSdsQQdU_c-peVdgGTthxTOM6N8lZYFiLjGdrGRBJ-rTrLHtpNIIkA8-5qQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NTIzMSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.E3NHbSrvwlMNDYsOHXEWQGjzo7rOCxjdsJvTR7MlWMSRWUroWUoPyPhQbutTj8ZVXyjN8U236LlzUj3JcoxbgQ
OPELLA HEALTHCARE BRAZIL LTDA,38391432000143,NOVALGINA,186200018,25351617747202347,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc3MDE2OSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.NTvGcTTXbGbiVmOkla9K0osi-ZO5Ia4DwtjCNUSPavP21vfXfPufOR0QyBbpZmLdZMCpwBS9WJhseFuvLSrgEQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc3MDE3MCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ._m7YxeCV4ayQT954ZAnQHBQcVz20IPl7DwEwDzWzsI3cScn613lJQnCSqURUSnvHKYpaNvJDe5f0GKvN-bsB7A
BIOLAB SANUS FARMACÊUTICA LTDA,49475833000106,QUINOFLOX,134890009,250000190039816,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2MDIzOCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.cpj1LvUjpArBkzSO4J19IT17P3fiRFc517b3F5YdRaGaN32q4BU0mrToZdSok1f5gxTslW3WRzfOTpJq5tY4nA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2MDIzOSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.i-HtyaRK8-MWcYbA-du2XaXpMXZ2njE5G1gfRGyDL4jnnupTM6q9ouHTFTeaNHizr6UyTUd6yE_lU4AuHxU5ew
ABBOTT LABORATÓRIOS DO BRASIL LTDA,56998701000116,SYNTHROID,105530329,25351134832200754,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NzQwOCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.XxDlUFjk2O_GZc1J2Xq6pPQXD-FSX8G9WjgVyshC54xSY-sbp7LZYHqNUX0Zr8Q6-VY5orYjibX8W_AoLp484A,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NzQwOSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.NE2j4bNnehwMKMs_oMQ43HDTbv_7D_3wWqmORcn6rCL9MyVv26EOY1u-z9QBzgEoh1S8MZbwZX6Ng19M8QgLaQ
LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,TADALAFILA,167730408,25351985946201656,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NTY4MCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.MCWJlKvd31cIbeWEUvvkNleYTf4WnWUkGQ9R9269DNX2aTvUzAamlvnIfmfIOzN0WLScU-oA0vDXEg6Mc5HjUQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NTY4MSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.kJPZvdJLBOYklK9mqKdMGKdzcEKGUXECs-1rAs-Rm4dNi6cV3HrZK4XRMWen954viZVl1-RXp-3P1Jny9TR0ZQ
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,60665981000118,VIVERDAL,104971134,250000050079807,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NzY5MCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.iDZJGn2ECLMGCyioEuXfhBRUHSHtjPWkqnZnbPpW1U-GtjYlAhPNy2KaYdIulXHyUSx6MMw2mlpLDHTcN1bBbg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NzY5MSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.mwXTsI7bbSxAGRcUUvXaB13KIhZeDKsz9fS78kCwK1ka4jIDamaoyECN2mKbcf_5xlP7JhSO0hAGiOMsOlUz2g
ADIUM S.A.,55980684000127,NUSIRA,122140132,25351539139202394,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2MTkxOCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.Ew9QnIBcEQE_Qkb7sBJPi-oo3otrY7rQZSyoD5GyjOL1bvO0TiO2fJVvhx-ETIIYg5H0PxSnb_woYSDBVdLBaA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2MTkxOSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.p8S6w6O1PU5E2TckbjQmPz56LWUI6i0CUAdBiRPnfdWXKhKm7LsJcZUQ-aqrezyv7DXki8l_vQmbgOJHsfysCg
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,60665981000118,risperidona,104971412,25351245659201791,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NDU4OSIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.qbBY3Gxunc3t3m0HkckYlj8nEadROnKBXLaLCyf0Om1kxWSILCZwNjCWckauVD8QBLECUv_ynTG8GVqKVi5SkQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc2NDU5MCIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.o7jh6kuLvEUxwVn4d3XPkPzkEtvmHZgMnUudDl96Uf5UQncwTJ1e_f39t_mBbH-1U6UrDA8U3oy49FpWkaCNiQ
SANOFI MEDLEY FARMACÊUTICA LTDA.,10588595001092,risperidona,183260478,25351856777201809,17/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1OTE5NSIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.7VohLBKaPx6cPy8c9amNrKixmc5vRrKmH-d6v15ujrzPrTgIg1I_BsYnyRW1gCRO1pjKHKI3t3KHcs5FW71kiQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1OTE5NiIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.NgD4bNw1Lx1fZWjFIwJ5pSwrB0-C7L2RLxIU1ZrvsXhZ7FyayRkq72PuSNRtMQtfKhQW6OjQkJyaeO38sLY3fA
LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,amoxicilina + clavulanato de potássio,103700722,25351747247201871,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0NjA2MiIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.R4pJJ3cyM3D0Jy8YLemCSJOiyRRr9FMrIcD-_OLMGICQ8Q49-c5uDoU-S04NChMgWnEsNj21DT5w-5DrEHswkA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0NjA2MyIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.lu8hBIJxs7ezhfcTGaF9SEUC_r9fW7uJWplGHUPlZz5yURQBPebU1ROJ-oMmbhwMwV-y7I6pi9E5rVuDFb_3Pg
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,60659463002992,ACETILCISTEINA,105730648,25351856205201821,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0OTQzMiIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.LHbua2nd1Jb9jSvRorrRjmh_MI5Vy1GlBDhJqseFgIAXO_6ljAeMFVOGyt9NNrqzSD3y3SYyIhj9lwTIaFt5SA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0OTQzMyIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.9hSyEbj4g6oeKfxHAxjmq8ybjctI-MAx1KaVvyE5cxKe7RvyFBwBJiQA9JQ5fsxOlb-HKB4gl6d9ouQqd6hFpA
SANOFI MEDLEY FARMACÊUTICA LTDA.,10588595001092,BISSULFATO DE CLOPIDOGREL,183260045,25351696701201465,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzczNzA0NiIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.OnY9eoZZNJtXoCtUVCmw1AMYcj_uUmdUf6n6l87DkoVjiiMo5kGlBeAn9RkOZppFNjxGMjVTyoOR4ji0RDjZtw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzczNzA0NyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.XasB2e-pvZwkpy7QlvZ8fLEQKMChTr2xHNF6XjS5ELUEIS_PAG7HuRTJHRIyUBXCc7qL9x_xA_e-n3NCGDAy4A
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,05161069000110,cetoprofeno,155840681,25351537470202299,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0OTI0OCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.eyEfprL_PmWTxK12leTjBrM2gUVIhw0CYQM9RuHfwkjeOqaq_WA-SQMNQmEbNPfWRcIszbloTK1A5XizEiGWiQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0OTI0OSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.su_DIbxcVjpM2ZOLgCvPiQyI_a6goIAbklgQUMJ_wUfC9Qj3ar3uth6VWLvxeBFPFDF8a5Wml1-m8bIqaZWcMg
EMS S/A,57507378000365,CICLOPIROX OLAMINA,102350947,25351630175200852,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1MDYzOSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.x5GddcRLA1w4m-LJuCQ0PoSpjkh47WPYf_ytxS4cKehdUs0jXFOTQ5EyhNavp3Ysb0hkFhFGpxN4ghGgudpEYw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1MDY0MCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.pbIfuzQlYkJZz5YlTDW2P5p2FQ77HuL4B2mKbH0V4_ePARFrkBydW1ua9nuNyyaa3VEKk_vWauMtBXAuJIGJmw
GERMED FARMACEUTICA LTDA,45992062000165,CICLOPIROX OLAMINA,105830643,25351630247200861,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1MTc1NSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.hadDwtn-tO2Au_IN9VknU8Z58ArjgiHvdvWdrQN4trmC__PLRHraukOVgSVFkztUcBfjchULs1u4-B7YhIceww,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1MTc1NiIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.0udZC_uewX12JsuylmjNJvq2wgVjnBdBhA992t2jJBgo3RzuZlQDx0IwcFmBy4igIck9bRcib1qWTvuNcaFk_g
SANOFI MEDLEY FARMACÊUTICA LTDA.,10588595001092,Ciclopirox Olamina,183260237,25351679434201496,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0ODA4MiIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.YGnusB2Jyt5uzu9UfKtV2mdhWh-wzTSY3zNCMVRd2iWfk8eJUU1quM58lmfOErEgBuxp0jOp540LC3A-FvmVFA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0ODA4MyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.3WoiM8UkfdACaZbokrnTrNyKdtX3pMohjO-L07aP2AZSaLGX7GPcG-OlIBv9xKQEmH1EjcrvYuUm_jzVe3lnrQ
SANOFI MEDLEY FARMACÊUTICA LTDA.,10588595001092,CLORIDRATO DE CIPROFLOXACINO,183260012,25351665108201424,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0NjI3MCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.mj-gu5uJeEhK3VBaQIO1H6PARO3rT-SgJ0GO6andiF5Z136zEMC2S0ueU4AlyksCCB8YTXZiOt5oqo6MwRpHBQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0NjI3MSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.c6ExVSaEVAnmvLz8f-9LPOeiKLPviQjW_6MR5PptCn557hDtJQKgSUY64yEbfSeG045GxBZkke6HmuPE2frYlA
GERMED FARMACEUTICA LTDA,45992062000165,cloridrato de sibutramina monoidratado,105830830,25351378638201599,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0MzY0MSIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.L3TIGBYzAOJEBWS3f5N4figJoSFqE-Zr_EMms-WBRcEZXV5BQMsSxPf0BuBiJOqNfnvIcMq2CapKeGVcSdfaqg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0MzY0MiIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.rSsSkpCMDX-EB0BLkZHvMurN5lZ1Y32l8egzqCK8tRKEvypqeYA9lnDYRMAApmeAuc9Xpvq9MPef_R11VN0ifg
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,60659463002992,CORDAREX,105730584,25351685032201850,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0NzQ3MSIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.sOW7P2bwy464FGoEyru8DoykcclMr4g7BiotD1Ur7dq8YNIWu_tnHErzpdR3zhXoMHhk8Ytzdpfhgl2nfzedUQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0NzQ3MiIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.wwHupw3ZmOwJ5qPS4wC0orwHmzJxW3Dg14YQVWmUIddPe8tgktVZNsQGON3FgT9qPhPxY_kNqnOiCFmtrW7XDg
EMS S/A,57507378000365,DICLOFENACO DIETILAMÔNIO,102350581,25351173248200218,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1NDc1MCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.EmAZK0hEXwU2sQIsDCDUwSacU4p7oo1_R1DdL6jtjTV4X3_sPAuKYWS9B6mvKW0KePhQq9uJZ5RNFP-MCGuutw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1NDc1MSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.KWDDQDjlOFgWNZjKfy4CbeYSYLSK6ODRUmmZmfRiPB9SMR_gpOtXVgMWjJEJBqpZskKqyBsIHR9fA7-7M1nrag
BIOLAB SANUS FARMACÊUTICA LTDA,49475833000106,DRENISON,109740195,25351148996200505,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1MjMzMyIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.m7Xyj6s01jnXo30zi9FofPyoCe-D0gaIiiLDqyRok50DTUZnQ4usjk-MfBjb29SNbSHNhL7yvg1uF8Yx8xhb0g,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1MjMzNCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.hrgTCwGtrDnMQoc1yAfmWA7dxK-sg9PbXgdS40aByjctQePrmdtm3LNV2U8wYfqp8e0IUXkhhmPa84TxDr66fw
OPELLA HEALTHCARE BRAZIL LTDA,38391432000143,DORFLEX,186200008,25351462163202328,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0NDg4NSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.xp5zsOaQmoDgvNJfrQzI5yJLbWxpe8ywfcygesjNJ2tmmS9yIOcoAQ6NGFTbzaW3EpLZfhTS-fXkaVTUDqAJ1Q,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0NDg4NiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.8N2uJyKMxVUgTQgI_8Okx0J2gtQDsUW_RL-dLJqq-hA5z3QMpVgJxdk1E8j7ckp2cp355kmCgEeqnI2BedI0Ig
PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,33009945000123,EVRYSDI,101000670,25351116416202041,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0MzU3OCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.SqyIETIY1eVb42Iur8-_5avHpNUdIHA_wNVkdDAHEtoXj_vCQNYVNG1UMOnKjy4-cNe7n728fqiaOB90HCGAIw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0MzU3OSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.PyxYu2_d5mt2OhbEkOkB8GmF6QFV5FPwaxJoLXMmBOs-3SQPnDbpzTmXuETtX4-yheyseVIFY9nIbvCkrmzzpg
EMS S/A,57507378000365,hemifumarato de bisoprolol,102350892,25351430341200731,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1MTI4NCIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.3kOOuIooT3yOGFpt6I4uuS8L14gXjaDcdl1LS9jcV8QPC9pyXDuNawKR_Cug-M5WCHnn28Xmxtypuhk6zmR_Ow,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1MTI4NSIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.29advJ0fFocLMJ1cgmzSpxh7uOMDtkipzTdI5UC71u3i7VFf4m6ZItuldy6dzeaMiFX_8w87rRAak023LVVphg
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,60665981000118,hemitartarato de zolpidem,104971542,25351239746202276,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0NjM4OCIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ._W0XV0M4SZFps_PVizZYKE8W7tyBswmUHeCsyphxHM7J_U51pyoYu18bZzvfbe1Ae2RD4EnI79hLngJa84TNLA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0NjM4OSIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.q7YC7j6nS60pJyirmYKynaP_WhZul7yAuzHgC4YgwH_1HQj52sdUTZwvj0gB2n6vtrPGBNgKVFOBaVFzV00_SQ
GERMED FARMACEUTICA LTDA,45992062000165,meloxicam,105830818,25351341777201567,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1MzQ4MCIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.r1CWLgl2ufwwo7pG8vZJ9Qn4HiqCz5J06fRqNlU9Dz7LnyJT7a9ac8mOrvlzc1KAwKhLdgajZ4cG5wa8q04GRg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc1MzQ4MSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.jRkO66mg3NCjm4qujbD6VmnhSLZQpRSf0gQTq4oA9NGu9XzWsazRHOLaiYTon-t-vF8v5Zo5aB_80bMXs9USQg
BLAU FARMACÊUTICA S.A.,58430828000160,METREXATO,116370033,250000017929929,16/01/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0MDgyNCIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.OR8E-cdKh0JrOk9f2rn_61xy2WRRhQ42LEzaGRqxmMDD4wT5H9hQUszGv36IbUS5sUxKpuUCBE4z72usQtgoBA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyNzc0MDgyNSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.lK-5miPOFIIHoYMPPjcHNjN5dfzs9hIwPpQA-Hl3nN1j7qjt3tfpXah-oNxaHe59NLXklkjuu9RoTfPLNYmdxg
